hand,strength,envido,combined
7e 6e 6b,0.411583,33,0.705791
7e 6b 6c,0.411583,7,0.311852
7e 6e 6c,0.411583,33,0.705791
7e 6o 6c,0.411583,7,0.311852
7e 6e 6o,0.411583,33,0.705791
7e 6b 6o,0.411583,7,0.311852
1b 10c 4e,0.407679,4,0.264446
1b 10e 4b,0.407679,25,0.582627
1b 10c 4b,0.407679,25,0.582627
1b 10o 4b,0.407679,25,0.582627
1b 10c 4o,0.407679,4,0.264446
1b 10o 4o,0.407679,24,0.567476
1b 10o 4c,0.407679,4,0.264446
1b 10e 4e,0.407679,24,0.567476
1b 10b 4e,0.407679,21,0.522021
1b 10b 4o,0.407679,21,0.522021
1b 10b 4b,0.407679,25,0.582627
1b 10c 4c,0.407679,24,0.567476
1b 10e 4o,0.407679,4,0.264446
1b 10b 4c,0.407679,21,0.522021
1b 10e 4c,0.407679,4,0.264446
1b 10o 4e,0.407679,4,0.264446
1b 7c 5c,0.406349,32,0.688023
1b 7b 5c,0.406349,28,0.627417
1b 7b 5b,0.406349,32,0.688023
1b 7c 5o,0.406349,7,0.309235
1b 7b 5o,0.406349,28,0.627417
1b 7c 5e,0.406349,7,0.309235
1b 7b 5e,0.406349,28,0.627417
1b 7c 5b,0.406349,26,0.597114
11e 11b 7c,0.402896,7,0.307508
11b 11o 7b,0.402896,27,0.610539
11e 11b 7b,0.402896,27,0.610539
11e 11o 7b,0.402896,7,0.307508
11e 11c 7b,0.402896,7,0.307508
11o 11c 7b,0.402896,7,0.307508
11o 11c 7c,0.402896,27,0.610539
11b 11c 7b,0.402896,27,0.610539
11e 11c 7c,0.402896,27,0.610539
11b 11c 7c,0.402896,27,0.610539
11e 11o 7c,0.402896,7,0.307508
11b 11o 7c,0.402896,7,0.307508
1o 11c 5e,0.402874,5,0.277195
1o 11e 5e,0.402874,25,0.580225
1o 11e 5b,0.402874,5,0.277195
1c 11o 5c,0.402874,26,0.595377
1c 11e 5b,0.402874,5,0.277195
1c 11b 5b,0.402874,25,0.580225
1c 11c 5e,0.402874,21,0.519619
1c 11b 5e,0.402874,5,0.277195
1c 11e 5e,0.402874,25,0.580225
1c 11c 5c,0.402874,26,0.595377
1c 11b 5o,0.402874,5,0.277195
1o 11c 5b,0.402874,5,0.277195
1c 11o 5b,0.402874,5,0.277195
1o 11o 5b,0.402874,21,0.519619
1c 11o 5o,0.402874,25,0.580225
1o 11o 5c,0.402874,21,0.519619
1o 11e 5o,0.402874,26,0.595377
1o 11b 5o,0.402874,26,0.595377
1o 11b 5b,0.402874,25,0.580225
1o 11b 5c,0.402874,5,0.277195
1c 11c 5o,0.402874,21,0.519619
1c 11e 5c,0.402874,26,0.595377
1c 11c 5b,0.402874,21,0.519619
1c 11o 5e,0.402874,5,0.277195
1o 11o 5o,0.402874,26,0.595377
1c 11b 5c,0.402874,26,0.595377
1o 11o 5e,0.402874,21,0.519619
1o 11b 5e,0.402874,5,0.277195
1c 11e 5o,0.402874,5,0.277195
1o 11c 5c,0.402874,25,0.580225
1o 11c 5o,0.402874,26,0.595377
1o 11e 5c,0.402874,5,0.277195
7o 6e 6b,0.401158,7,0.306640
7o 6o 6c,0.401158,33,0.700579
7o 6b 6c,0.401158,7,0.306640
7o 6e 6o,0.401158,33,0.700579
7o 6b 6o,0.401158,33,0.700579
7o 6e 6c,0.401158,7,0.306640
12o 10e 7b,0.400515,7,0.306318
12e 10o 7b,0.400515,7,0.306318
12b 10c 7b,0.400515,27,0.609348
12c 10c 7b,0.400515,20,0.503288
12c 10o 7b,0.400515,7,0.306318
12o 10o 7b,0.400515,20,0.503288
12b 10o 7b,0.400515,27,0.609348
12c 10b 7b,0.400515,27,0.609348
12o 10b 7b,0.400515,27,0.609348
12c 10b 7c,0.400515,27,0.609348
12b 10b 7b,0.400515,27,0.609348
12e 10b 7b,0.400515,27,0.609348
12b 10e 7b,0.400515,27,0.609348
12o 10b 7c,0.400515,7,0.306318
12o 10c 7b,0.400515,7,0.306318
12e 10o 7c,0.400515,7,0.306318
12b 10o 7c,0.400515,7,0.306318
12o 10o 7c,0.400515,20,0.503288
12c 10o 7c,0.400515,27,0.609348
12b 10b 7c,0.400515,20,0.503288
12e 10e 7c,0.400515,20,0.503288
12e 10b 7c,0.400515,7,0.306318
12e 10c 7b,0.400515,7,0.306318
12c 10c 7c,0.400515,27,0.609348
12e 10e 7b,0.400515,20,0.503288
12c 10e 7c,0.400515,27,0.609348
12c 10e 7b,0.400515,7,0.306318
12o 10e 7c,0.400515,7,0.306318
12b 10e 7c,0.400515,7,0.306318
12o 10c 7c,0.400515,27,0.609348
12e 10c 7c,0.400515,27,0.609348
12b 10c 7c,0.400515,27,0.609348
7e 10c 4b,0.396439,7,0.304280
7e 10c 4o,0.396439,7,0.304280
7e 10b 4o,0.396439,7,0.304280
7e 10o 4o,0.396439,24,0.561856
7e 10e 4o,0.396439,27,0.607311
7e 10c 4c,0.396439,24,0.561856
7e 10e 4e,0.396439,31,0.667917
7e 10o 4c,0.396439,7,0.304280
7e 10b 4c,0.396439,7,0.304280
7e 10e 4b,0.396439,27,0.607311
7e 10b 4e,0.396439,31,0.667917
7e 10o 4e,0.396439,31,0.667917
7e 10b 4b,0.396439,24,0.561856
7e 10c 4e,0.396439,31,0.667917
7e 10e 4c,0.396439,27,0.607311
7e 10o 4b,0.396439,7,0.304280
7e 7b 5b,0.396032,32,0.682864
7e 7c 5e,0.396032,32,0.682864
7e 7b 5o,0.396032,7,0.304076
7e 7b 5c,0.396032,7,0.304076
7e 7c 5c,0.396032,32,0.682864
7e 7c 5o,0.396032,7,0.304076
7e 7c 5b,0.396032,7,0.304076
7e 7b 5e,0.396032,32,0.682864
1o 10e 6b,0.396010,6,0.288914
1c 10o 6o,0.396010,26,0.591945
1o 10c 6c,0.396010,26,0.591945
1o 10o 6c,0.396010,21,0.516187
1o 10e 6c,0.396010,6,0.288914
1c 10e 6b,0.396010,6,0.288914
1c 10c 6c,0.396010,27,0.607096
1c 10o 6c,0.396010,27,0.607096
1o 10o 6b,0.396010,21,0.516187
1c 10b 6c,0.396010,27,0.607096
1o 10c 6b,0.396010,6,0.288914
1o 10b 6b,0.396010,26,0.591945
1o 10b 6e,0.396010,6,0.288914
1c 10c 6e,0.396010,21,0.516187
1c 10e 6c,0.396010,27,0.607096
1c 10c 6o,0.396010,21,0.516187
1c 10e 6o,0.396010,6,0.288914
1c 10b 6b,0.396010,26,0.591945
1c 10e 6e,0.396010,26,0.591945
1o 10e 6o,0.396010,27,0.607096
1o 10b 6o,0.396010,27,0.607096
1o 10o 6o,0.396010,27,0.607096
1o 10c 6o,0.396010,27,0.607096
1c 10b 6o,0.396010,6,0.288914
1o 10b 6c,0.396010,6,0.288914
1c 10b 6e,0.396010,6,0.288914
1c 10o 6e,0.396010,6,0.288914
1o 10c 6e,0.396010,6,0.288914
1o 10o 6e,0.396010,21,0.516187
1c 10c 6b,0.396010,21,0.516187
1c 10o 6b,0.396010,6,0.288914
1o 10e 6e,0.396010,26,0.591945
1o 7b 7c,0.395109,7,0.303615
1c 7b 7c,0.395109,28,0.621797
11e 10b 10c,0.389254,0,0.194627
11b 10e 10b,0.389254,20,0.497657
11c 10e 10c,0.389254,20,0.497657
11o 10e 10c,0.389254,0,0.194627
11b 10e 10c,0.389254,0,0.194627
11e 10e 10c,0.389254,20,0.497657
11c 10e 10o,0.389254,0,0.194627
11o 10e 10o,0.389254,20,0.497657
11b 10e 10o,0.389254,0,0.194627
11c 10b 10c,0.389254,20,0.497657
11e 10e 10o,0.389254,20,0.497657
11c 10o 10c,0.389254,20,0.497657
11o 10b 10c,0.389254,0,0.194627
11b 10b 10c,0.389254,20,0.497657
11e 10e 10b,0.389254,20,0.497657
11e 10b 10o,0.389254,0,0.194627
11b 10b 10o,0.389254,20,0.497657
11o 10b 10o,0.389254,20,0.497657
11o 10o 10c,0.389254,20,0.497657
11o 10e 10b,0.389254,0,0.194627
11e 10o 10c,0.389254,0,0.194627
11b 10o 10c,0.389254,0,0.194627
11c 10b 10o,0.389254,0,0.194627
11c 10e 10b,0.389254,0,0.194627
2c 11b 4c,0.388117,26,0.587998
2c 11c 4c,0.388117,26,0.587998
2o 11c 4e,0.388117,4,0.254664
2c 11e 4e,0.388117,24,0.557695
2o 11b 4e,0.388117,4,0.254664
2e 11c 4o,0.388117,4,0.254664
2c 11b 4e,0.388117,4,0.254664
2c 11o 4e,0.388117,4,0.254664
2e 11e 4e,0.388117,26,0.587998
2e 11b 4e,0.388117,26,0.587998
2e 11c 4e,0.388117,26,0.587998
2e 11o 4e,0.388117,26,0.587998
2o 11e 4e,0.388117,24,0.557695
2e 11o 4c,0.388117,4,0.254664
2e 11e 4o,0.388117,22,0.527392
2e 11b 4o,0.388117,4,0.254664
2o 11e 4b,0.388117,4,0.254664
2b 11e 4e,0.388117,24,0.557695
2c 11c 4e,0.388117,22,0.527392
2b 11b 4e,0.388117,22,0.527392
2b 11o 4e,0.388117,4,0.254664
2o 11o 4b,0.388117,22,0.527392
2o 11b 4b,0.388117,24,0.557695
2b 11o 4c,0.388117,4,0.254664
2b 11c 4c,0.388117,24,0.557695
2b 11b 4c,0.388117,22,0.527392
2b 11e 4c,0.388117,4,0.254664
2o 11c 4b,0.388117,4,0.254664
2e 11o 4o,0.388117,24,0.557695
2b 11c 4e,0.388117,4,0.254664
2e 11e 4c,0.388117,22,0.527392
2c 11o 4o,0.388117,24,0.557695
2o 11e 4o,0.388117,26,0.587998
2e 11c 4c,0.388117,24,0.557695
2o 11b 4o,0.388117,26,0.587998
2e 11b 4c,0.388117,4,0.254664
2o 11o 4o,0.388117,26,0.587998
2o 11c 4o,0.388117,26,0.587998
2o 11e 4c,0.388117,4,0.254664
2o 11o 4c,0.388117,22,0.527392
2o 11b 4c,0.388117,4,0.254664
2b 11c 4o,0.388117,4,0.254664
2b 11o 4o,0.388117,24,0.557695
2b 11b 4o,0.388117,22,0.527392
2b 11e 4o,0.388117,4,0.254664
2o 11c 4c,0.388117,24,0.557695
2c 11o 4c,0.388117,26,0.587998
2c 11e 4b,0.388117,4,0.254664
2c 11o 4b,0.388117,4,0.254664
2c 11b 4b,0.388117,24,0.557695
2c 11c 4b,0.388117,22,0.527392
2e 11e 4b,0.388117,22,0.527392
2e 11b 4b,0.388117,24,0.557695
2c 11e 4c,0.388117,26,0.587998
2c 11e 4o,0.388117,4,0.254664
2b 11o 4b,0.388117,26,0.587998
2b 11e 4b,0.388117,26,0.587998
2b 11b 4b,0.388117,26,0.587998
2c 11c 4o,0.388117,22,0.527392
2b 11c 4b,0.388117,26,0.587998
2o 11o 4e,0.388117,22,0.527392
2c 11b 4o,0.388117,4,0.254664
2e 11c 4b,0.388117,4,0.254664
2e 11o 4b,0.388117,4,0.254664
7o 7b 5e,0.385714,7,0.298918
7o 7c 5c,0.385714,32,0.677706
7o 7b 5c,0.385714,7,0.298918
7o 7b 5b,0.385714,32,0.677706
7o 7c 5b,0.385714,7,0.298918
7o 7c 5o,0.385714,32,0.677706
7o 7c 5e,0.385714,7,0.298918
7o 7b 5o,0.385714,32,0.677706
7o 10b 4b,0.385199,24,0.556236
7o 10c 4c,0.385199,24,0.556236
7o 10o 4b,0.385199,27,0.601691
7o 10o 4o,0.385199,31,0.662297
7o 10e 4b,0.385199,7,0.298660
7o 10c 4o,0.385199,31,0.662297
7o 10c 4e,0.385199,7,0.298660
7o 10b 4o,0.385199,31,0.662297
7o 10o 4c,0.385199,27,0.601691
7o 10e 4o,0.385199,31,0.662297
7o 10b 4c,0.385199,7,0.298660
7o 10b 4e,0.385199,7,0.298660
7o 10e 4c,0.385199,7,0.298660
7o 10e 4e,0.385199,24,0.556236
7o 10o 4e,0.385199,27,0.601691
7o 10c 4b,0.385199,7,0.298660
2b 7c 6c,0.382883,33,0.691441
2b 7b 6o,0.382883,29,0.630835
2b 7b 6e,0.382883,29,0.630835
2c 7b 6o,0.382883,7,0.297502
2c 7c 6o,0.382883,29,0.630835
2c 7b 6c,0.382883,28,0.615684
2c 7c 6c,0.382883,33,0.691441
2e 7c 6o,0.382883,7,0.297502
2e 7c 6e,0.382883,28,0.615684
2c 7b 6b,0.382883,33,0.691441
2c 7c 6e,0.382883,29,0.630835
2e 7b 6b,0.382883,33,0.691441
2b 7b 6c,0.382883,29,0.630835
2e 7b 6o,0.382883,7,0.297502
2b 7c 6o,0.382883,7,0.297502
2b 7c 6e,0.382883,7,0.297502
2b 7c 6b,0.382883,28,0.615684
2e 7b 6e,0.382883,28,0.615684
2e 7b 6c,0.382883,7,0.297502
2c 7b 6e,0.382883,7,0.297502
2e 7c 6c,0.382883,33,0.691441
2e 7c 6b,0.382883,7,0.297502
2c 7c 6b,0.382883,29,0.630835
2b 7b 6b,0.382883,33,0.691441
2o 7c 6c,0.382883,33,0.691441
2o 7b 6c,0.382883,7,0.297502
2o 7c 6o,0.382883,28,0.615684
2o 7b 6o,0.382883,28,0.615684
2o 7c 6b,0.382883,7,0.297502
2o 7b 6b,0.382883,33,0.691441
2o 7b 6e,0.382883,7,0.297502
2o 7c 6e,0.382883,7,0.297502
3e 6o 6c,0.373938,6,0.277878
3c 6e 6b,0.373938,6,0.277878
3c 6b 6c,0.373938,29,0.626363
3c 6b 6o,0.373938,6,0.277878
3e 6b 6c,0.373938,6,0.277878
3b 6e 6o,0.373938,6,0.277878
3b 6e 6b,0.373938,29,0.626363
3b 6e 6c,0.373938,6,0.277878
3e 6b 6o,0.373938,6,0.277878
3e 6e 6c,0.373938,29,0.626363
3e 6e 6b,0.373938,29,0.626363
3c 6o 6c,0.373938,29,0.626363
3e 6e 6o,0.373938,29,0.626363
3o 6e 6o,0.373938,29,0.626363
3o 6e 6b,0.373938,6,0.277878
3b 6b 6o,0.373938,29,0.626363
3b 6b 6c,0.373938,29,0.626363
3o 6e 6c,0.373938,6,0.277878
3o 6b 6o,0.373938,29,0.626363
3o 6b 6c,0.373938,6,0.277878
3o 6o 6c,0.373938,29,0.626363
3c 6e 6o,0.373938,6,0.277878
3c 6e 6c,0.373938,29,0.626363
3b 6o 6c,0.373938,6,0.277878
2o 10c 5b,0.371643,5,0.261579
2c 10c 5c,0.371643,27,0.594912
2c 10e 5e,0.371643,25,0.564609
2b 10o 5e,0.371643,5,0.261579
2b 10b 5e,0.371643,22,0.519155
2b 10c 5e,0.371643,5,0.261579
2b 10e 5b,0.371643,27,0.594912
2c 10c 5e,0.371643,22,0.519155
2b 10e 5e,0.371643,25,0.564609
2c 10o 5e,0.371643,5,0.261579
2e 10b 5b,0.371643,25,0.564609
2b 10b 5b,0.371643,27,0.594912
2o 10c 5o,0.371643,27,0.594912
2e 10e 5b,0.371643,22,0.519155
2o 10o 5o,0.371643,27,0.594912
2o 10b 5o,0.371643,27,0.594912
2o 10e 5o,0.371643,27,0.594912
2c 10b 5e,0.371643,5,0.261579
2b 10c 5c,0.371643,25,0.564609
2c 10o 5b,0.371643,5,0.261579
2o 10o 5b,0.371643,22,0.519155
2o 10b 5b,0.371643,25,0.564609
2e 10c 5c,0.371643,25,0.564609
2o 10e 5b,0.371643,5,0.261579
2e 10o 5c,0.371643,5,0.261579
2e 10b 5c,0.371643,5,0.261579
2e 10e 5c,0.371643,22,0.519155
2e 10o 5b,0.371643,5,0.261579
2o 10b 5c,0.371643,5,0.261579
2b 10o 5b,0.371643,27,0.594912
2b 10c 5b,0.371643,27,0.594912
2o 10e 5c,0.371643,5,0.261579
2c 10o 5c,0.371643,27,0.594912
2o 10o 5c,0.371643,22,0.519155
2c 10e 5o,0.371643,5,0.261579
2o 10e 5e,0.371643,25,0.564609
2c 10b 5o,0.371643,5,0.261579
2c 10o 5o,0.371643,25,0.564609
2o 10c 5c,0.371643,25,0.564609
2e 10b 5e,0.371643,27,0.594912
2b 10e 5o,0.371643,5,0.261579
2b 10b 5o,0.371643,22,0.519155
2e 10c 5e,0.371643,27,0.594912
2e 10o 5e,0.371643,27,0.594912
2e 10e 5e,0.371643,27,0.594912
2c 10c 5b,0.371643,22,0.519155
2c 10b 5b,0.371643,25,0.564609
2e 10c 5o,0.371643,5,0.261579
2e 10o 5o,0.371643,25,0.564609
2b 10c 5o,0.371643,5,0.261579
2e 10b 5o,0.371643,5,0.261579
2b 10o 5o,0.371643,25,0.564609
2c 10c 5o,0.371643,22,0.519155
2c 10b 5c,0.371643,27,0.594912
2e 10e 5o,0.371643,22,0.519155
2c 10e 5c,0.371643,27,0.594912
2e 10c 5b,0.371643,5,0.261579
2o 10o 5e,0.371643,22,0.519155
2c 10e 5b,0.371643,5,0.261579
2o 10c 5e,0.371643,5,0.261579
2o 10b 5e,0.371643,5,0.261579
2b 10o 5c,0.371643,5,0.261579
2b 10b 5c,0.371643,22,0.519155
2b 10e 5c,0.371643,5,0.261579
12e 12o 4c,0.367503,4,0.244358
12b 12o 4c,0.367503,4,0.244358
12e 12o 4e,0.367503,24,0.547388
12e 12b 4b,0.367503,24,0.547388
12e 12o 4b,0.367503,4,0.244358
12e 12c 4b,0.367503,4,0.244358
12e 12c 4e,0.367503,24,0.547388
12b 12o 4e,0.367503,4,0.244358
12b 12o 4b,0.367503,24,0.547388
12b 12c 4b,0.367503,24,0.547388
12o 12c 4b,0.367503,4,0.244358
12e 12b 4o,0.367503,4,0.244358
12o 12c 4e,0.367503,4,0.244358
12e 12o 4o,0.367503,24,0.547388
12b 12c 4e,0.367503,4,0.244358
12e 12c 4o,0.367503,4,0.244358
12b 12o 4o,0.367503,24,0.547388
12o 12c 4o,0.367503,24,0.547388
12o 12c 4c,0.367503,24,0.547388
12b 12c 4o,0.367503,4,0.244358
12e 12b 4c,0.367503,4,0.244358
12b 12c 4c,0.367503,24,0.547388
12e 12c 4c,0.367503,24,0.547388
12e 12b 4e,0.367503,24,0.547388
11o 11c 6b,0.361240,6,0.271529
11e 11b 6c,0.361240,6,0.271529
11e 11o 6c,0.361240,6,0.271529
11e 11c 6c,0.361240,26,0.574559
11b 11o 6c,0.361240,6,0.271529
11b 11c 6c,0.361240,26,0.574559
11e 11o 6o,0.361240,26,0.574559
11o 11c 6e,0.361240,6,0.271529
11e 11b 6b,0.361240,26,0.574559
11e 11o 6b,0.361240,6,0.271529
11e 11b 6e,0.361240,26,0.574559
11e 11b 6o,0.361240,6,0.271529
11e 11c 6o,0.361240,6,0.271529
11e 11o 6e,0.361240,26,0.574559
11e 11c 6e,0.361240,26,0.574559
11o 11c 6c,0.361240,26,0.574559
11e 11c 6b,0.361240,6,0.271529
11b 11o 6e,0.361240,6,0.271529
11b 11c 6o,0.361240,6,0.271529
11b 11c 6b,0.361240,26,0.574559
11b 11o 6o,0.361240,26,0.574559
11o 11c 6o,0.361240,26,0.574559
11b 11o 6b,0.361240,26,0.574559
11b 11c 6e,0.361240,6,0.271529
12o 11c 5o,0.360146,25,0.558861
12o 11b 5c,0.360146,5,0.255831
12b 11b 5e,0.360146,20,0.483103
12o 11b 5e,0.360146,5,0.255831
12e 11b 5o,0.360146,5,0.255831
12c 11e 5o,0.360146,5,0.255831
12o 11e 5o,0.360146,25,0.558861
12c 11b 5e,0.360146,5,0.255831
12b 11b 5o,0.360146,20,0.483103
12c 11e 5e,0.360146,25,0.558861
12o 11e 5e,0.360146,25,0.558861
12b 11e 5e,0.360146,25,0.558861
12e 11o 5e,0.360146,25,0.558861
12c 11c 5b,0.360146,20,0.483103
12b 11c 5b,0.360146,25,0.558861
12b 11o 5e,0.360146,5,0.255831
12o 11b 5o,0.360146,25,0.558861
12b 11e 5o,0.360146,5,0.255831
12e 11e 5e,0.360146,25,0.558861
12o 11o 5e,0.360146,20,0.483103
12c 11b 5o,0.360146,5,0.255831
12c 11o 5e,0.360146,5,0.255831
12e 11c 5e,0.360146,25,0.558861
12e 11c 5b,0.360146,5,0.255831
12c 11o 5b,0.360146,5,0.255831
12b 11c 5e,0.360146,5,0.255831
12e 11o 5o,0.360146,25,0.558861
12o 11o 5o,0.360146,25,0.558861
12b 11o 5o,0.360146,25,0.558861
12c 11o 5o,0.360146,25,0.558861
12b 11c 5o,0.360146,5,0.255831
12e 11c 5o,0.360146,5,0.255831
12o 11c 5e,0.360146,5,0.255831
12c 11c 5e,0.360146,20,0.483103
12o 11o 5b,0.360146,20,0.483103
12e 11e 5o,0.360146,20,0.483103
12c 11c 5c,0.360146,25,0.558861
12o 11c 5c,0.360146,25,0.558861
12b 11c 5c,0.360146,25,0.558861
12o 11c 5b,0.360146,5,0.255831
12c 11c 5o,0.360146,20,0.483103
12e 11e 5b,0.360146,20,0.483103
12b 11o 5b,0.360146,25,0.558861
12e 11c 5c,0.360146,25,0.558861
12o 11o 5c,0.360146,20,0.483103
12c 11o 5c,0.360146,25,0.558861
12b 11o 5c,0.360146,5,0.255831
12e 11o 5c,0.360146,5,0.255831
12e 11o 5b,0.360146,5,0.255831
12c 11b 5b,0.360146,25,0.558861
12o 11b 5b,0.360146,25,0.558861
12b 11b 5b,0.360146,25,0.558861
12c 11b 5c,0.360146,25,0.558861
12e 11b 5e,0.360146,25,0.558861
12b 11b 5c,0.360146,20,0.483103
12e 11b 5c,0.360146,5,0.255831
12b 11e 5b,0.360146,25,0.558861
12o 11e 5b,0.360146,5,0.255831
12c 11e 5b,0.360146,5,0.255831
12e 11b 5b,0.360146,25,0.558861
12c 11e 5c,0.360146,25,0.558861
12o 11e 5c,0.360146,5,0.255831
12b 11e 5c,0.360146,5,0.255831
12e 11e 5c,0.360146,20,0.483103
3b 7c 5c,0.358859,32,0.664278
3b 7b 5c,0.358859,30,0.633975
3b 7c 5e,0.358859,7,0.285490
3o 7c 5b,0.358859,7,0.285490
3e 7c 5o,0.358859,7,0.285490
3c 7c 5e,0.358859,30,0.633975
3c 7b 5e,0.358859,7,0.285490
3e 7c 5c,0.358859,32,0.664278
3o 7b 5o,0.358859,28,0.603672
3o 7c 5o,0.358859,28,0.603672
3c 7b 5b,0.358859,32,0.664278
3o 7c 5e,0.358859,7,0.285490
3e 7b 5o,0.358859,7,0.285490
3c 7c 5b,0.358859,30,0.633975
3e 7b 5c,0.358859,7,0.285490
3c 7b 5o,0.358859,7,0.285490
3e 7c 5b,0.358859,7,0.285490
3b 7b 5e,0.358859,30,0.633975
3c 7c 5c,0.358859,32,0.664278
3o 7b 5c,0.358859,7,0.285490
3o 7b 5e,0.358859,7,0.285490
3b 7b 5b,0.358859,32,0.664278
3b 7c 5b,0.358859,28,0.603672
3o 7c 5c,0.358859,32,0.664278
3e 7b 5b,0.358859,32,0.664278
3c 7c 5o,0.358859,30,0.633975
3c 7b 5c,0.358859,28,0.603672
3e 7c 5e,0.358859,28,0.603672
3o 7b 5b,0.358859,32,0.664278
3b 7b 5o,0.358859,30,0.633975
3e 7b 5e,0.358859,28,0.603672
3b 7c 5o,0.358859,7,0.285490
12e 7b 7c,0.358044,7,0.285083
12b 7b 7c,0.358044,27,0.588113
12c 7b 7c,0.358044,27,0.588113
12o 7b 7c,0.358044,7,0.285083
12o 10b 6c,0.357400,6,0.269609
12o 10o 6o,0.357400,26,0.572640
12e 10e 6o,0.357400,20,0.481730
12b 10e 6o,0.357400,6,0.269609
12o 10e 6o,0.357400,26,0.572640
12c 10e 6o,0.357400,6,0.269609
12e 10b 6o,0.357400,6,0.269609
12b 10b 6o,0.357400,20,0.481730
12o 10b 6o,0.357400,26,0.572640
12c 10b 6o,0.357400,6,0.269609
12c 10c 6b,0.357400,20,0.481730
12o 10c 6b,0.357400,6,0.269609
12b 10c 6b,0.357400,26,0.572640
12e 10c 6b,0.357400,6,0.269609
12c 10o 6b,0.357400,6,0.269609
12o 10o 6b,0.357400,20,0.481730
12b 10o 6o,0.357400,26,0.572640
12e 10o 6b,0.357400,6,0.269609
12e 10o 6o,0.357400,26,0.572640
12c 10o 6o,0.357400,26,0.572640
12b 10o 6b,0.357400,26,0.572640
12c 10b 6b,0.357400,26,0.572640
12o 10b 6b,0.357400,26,0.572640
12b 10b 6b,0.357400,26,0.572640
12e 10c 6o,0.357400,6,0.269609
12b 10c 6o,0.357400,6,0.269609
12o 10c 6o,0.357400,26,0.572640
12e 10b 6b,0.357400,26,0.572640
12c 10c 6o,0.357400,20,0.481730
12c 10e 6b,0.357400,6,0.269609
12o 10e 6b,0.357400,6,0.269609
12b 10e 6b,0.357400,26,0.572640
12e 10e 6b,0.357400,20,0.481730
12c 10c 6e,0.357400,20,0.481730
12o 10c 6e,0.357400,6,0.269609
12b 10c 6e,0.357400,6,0.269609
12e 10c 6e,0.357400,26,0.572640
12c 10o 6e,0.357400,6,0.269609
12o 10o 6e,0.357400,20,0.481730
12b 10o 6e,0.357400,6,0.269609
12e 10o 6e,0.357400,26,0.572640
12c 10b 6e,0.357400,6,0.269609
12o 10b 6e,0.357400,6,0.269609
12b 10b 6e,0.357400,20,0.481730
12e 10b 6e,0.357400,26,0.572640
12c 10e 6e,0.357400,26,0.572640
12o 10e 6e,0.357400,26,0.572640
12b 10e 6e,0.357400,26,0.572640
12e 10e 6c,0.357400,20,0.481730
12b 10e 6c,0.357400,6,0.269609
12o 10e 6c,0.357400,6,0.269609
12c 10e 6c,0.357400,26,0.572640
12e 10e 6e,0.357400,26,0.572640
12e 10b 6c,0.357400,6,0.269609
12b 10b 6c,0.357400,20,0.481730
12c 10b 6c,0.357400,26,0.572640
12e 10o 6c,0.357400,6,0.269609
12b 10o 6c,0.357400,6,0.269609
12o 10o 6c,0.357400,20,0.481730
12c 10o 6c,0.357400,26,0.572640
12e 10c 6c,0.357400,26,0.572640
12b 10c 6c,0.357400,26,0.572640
12o 10c 6c,0.357400,26,0.572640
12c 10c 6c,0.357400,26,0.572640
3c 10e 4c,0.355169,27,0.586676
3c 10c 4o,0.355169,23,0.526070
3e 10o 4o,0.355169,24,0.541221
3e 10c 4o,0.355169,4,0.238191
3b 10e 4e,0.355169,24,0.541221
3b 10o 4e,0.355169,4,0.238191
3o 10o 4c,0.355169,23,0.526070
3o 10e 4c,0.355169,4,0.238191
3o 10b 4c,0.355169,4,0.238191
3b 10b 4e,0.355169,23,0.526070
3o 10e 4b,0.355169,4,0.238191
3o 10b 4b,0.355169,24,0.541221
3b 10e 4c,0.355169,4,0.238191
3b 10o 4c,0.355169,4,0.238191
3b 10c 4e,0.355169,4,0.238191
3b 10c 4c,0.355169,24,0.541221
3o 10o 4b,0.355169,23,0.526070
3o 10c 4c,0.355169,24,0.541221
3b 10c 4b,0.355169,27,0.586676
3b 10b 4b,0.355169,27,0.586676
3b 10o 4b,0.355169,27,0.586676
3e 10e 4c,0.355169,23,0.526070
3e 10b 4c,0.355169,4,0.238191
3o 10c 4b,0.355169,4,0.238191
3o 10c 4e,0.355169,4,0.238191
3o 10o 4e,0.355169,23,0.526070
3b 10e 4b,0.355169,27,0.586676
3e 10o 4c,0.355169,4,0.238191
3e 10c 4c,0.355169,24,0.541221
3e 10e 4o,0.355169,23,0.526070
3e 10b 4o,0.355169,4,0.238191
3c 10b 4c,0.355169,27,0.586676
3b 10b 4c,0.355169,23,0.526070
3o 10b 4o,0.355169,27,0.586676
3c 10o 4c,0.355169,27,0.586676
3c 10o 4o,0.355169,24,0.541221
3e 10o 4b,0.355169,4,0.238191
3e 10c 4b,0.355169,4,0.238191
3c 10c 4c,0.355169,27,0.586676
3e 10b 4b,0.355169,24,0.541221
3b 10o 4o,0.355169,24,0.541221
3o 10e 4o,0.355169,27,0.586676
3b 10c 4o,0.355169,4,0.238191
3o 10e 4e,0.355169,24,0.541221
3o 10b 4e,0.355169,4,0.238191
3b 10e 4o,0.355169,4,0.238191
3c 10e 4e,0.355169,24,0.541221
3b 10b 4o,0.355169,23,0.526070
3e 10e 4e,0.355169,27,0.586676
3e 10b 4e,0.355169,27,0.586676
3e 10c 4e,0.355169,27,0.586676
3e 10o 4e,0.355169,27,0.586676
