hand,strength,envido,combined
2e 12o 4e,0.466023,26,0.626951
2e 12e 4e,0.466023,26,0.626951
2o 12b 4e,0.466023,4,0.293618
2b 12e 4o,0.466023,4,0.293618
2b 12c 4b,0.466023,26,0.626951
2c 12o 4o,0.466023,24,0.596648
2c 12c 4o,0.466023,22,0.566345
2c 12b 4o,0.466023,4,0.293618
2c 12e 4o,0.466023,4,0.293618
2c 12c 4b,0.466023,22,0.566345
2c 12b 4b,0.466023,24,0.596648
2c 12e 4b,0.466023,4,0.293618
2b 12o 4b,0.466023,26,0.626951
2b 12b 4b,0.466023,26,0.626951
2b 12e 4b,0.466023,26,0.626951
2b 12c 4e,0.466023,4,0.293618
2b 12o 4e,0.466023,4,0.293618
2b 12b 4e,0.466023,22,0.566345
2b 12e 4e,0.466023,24,0.596648
2b 12o 4c,0.466023,4,0.293618
2c 12c 4e,0.466023,22,0.566345
2c 12o 4e,0.466023,4,0.293618
2o 12c 4c,0.466023,24,0.596648
2o 12b 4c,0.466023,4,0.293618
2o 12e 4c,0.466023,4,0.293618
2o 12o 4c,0.466023,22,0.566345
2o 12b 4b,0.466023,24,0.596648
2o 12e 4b,0.466023,4,0.293618
2o 12o 4b,0.466023,22,0.566345
2e 12c 4e,0.466023,26,0.626951
2e 12e 4b,0.466023,22,0.566345
2c 12b 4e,0.466023,4,0.293618
2c 12e 4e,0.466023,24,0.596648
2o 12c 4b,0.466023,4,0.293618
2e 12c 4c,0.466023,24,0.596648
2e 12o 4b,0.466023,4,0.293618
2e 12b 4c,0.466023,4,0.293618
2e 12e 4c,0.466023,22,0.566345
2o 12e 4e,0.466023,24,0.596648
2e 12b 4b,0.466023,24,0.596648
2e 12o 4c,0.466023,4,0.293618
2e 12c 4o,0.466023,4,0.293618
2e 12c 4b,0.466023,4,0.293618
2o 12c 4o,0.466023,26,0.626951
2e 12o 4o,0.466023,24,0.596648
2e 12e 4o,0.466023,22,0.566345
2e 12b 4o,0.466023,4,0.293618
2o 12b 4o,0.466023,26,0.626951
2c 12o 4c,0.466023,26,0.626951
2o 12o 4o,0.466023,26,0.626951
7e 10c 5c,0.462634,25,0.610105
7e 10o 5e,0.462634,32,0.716166
7e 10b 5e,0.462634,32,0.716166
7e 10e 5b,0.462634,27,0.640408
7e 10b 5b,0.462634,25,0.610105
7e 10o 5b,0.462634,7,0.337378
7e 10c 5e,0.462634,32,0.716166
7e 10o 5o,0.462634,25,0.610105
7e 10c 5b,0.462634,7,0.337378
7e 10c 5o,0.462634,7,0.337378
7e 10b 5o,0.462634,7,0.337378
7e 10e 5e,0.462634,32,0.716166
7e 10e 5c,0.462634,27,0.640408
7e 10o 5c,0.462634,7,0.337378
7e 10e 5o,0.462634,27,0.640408
7e 10b 5c,0.462634,7,0.337378
7o 7b 6b,0.458687,33,0.729344
7o 7c 6o,0.458687,33,0.729344
7o 7c 6e,0.458687,7,0.335404
7o 7c 6c,0.458687,33,0.729344
7o 7c 6b,0.458687,7,0.335404
7o 7b 6o,0.458687,33,0.729344
7o 7b 6c,0.458687,7,0.335404
7o 7b 6e,0.458687,7,0.335404
1o 11c 6e,0.458559,6,0.320188
1o 11o 6b,0.458559,21,0.547461
1c 11b 6o,0.458559,6,0.320188
1c 11e 6e,0.458559,26,0.623219
1c 11b 6e,0.458559,6,0.320188
1o 11e 6b,0.458559,6,0.320188
1c 11e 6o,0.458559,6,0.320188
1c 11o 6e,0.458559,6,0.320188
1c 11o 6o,0.458559,26,0.623219
1c 11c 6o,0.458559,21,0.547461
1c 11b 6c,0.458559,27,0.638370
1c 11c 6b,0.458559,21,0.547461
1c 11e 6c,0.458559,27,0.638370
1o 11c 6c,0.458559,26,0.623219
1c 11o 6c,0.458559,27,0.638370
1o 11o 6c,0.458559,21,0.547461
1o 11b 6c,0.458559,6,0.320188
1c 11o 6b,0.458559,6,0.320188
1o 11b 6b,0.458559,26,0.623219
1c 11b 6b,0.458559,26,0.623219
1o 11e 6c,0.458559,6,0.320188
1c 11c 6c,0.458559,27,0.638370
1o 11o 6e,0.458559,21,0.547461
1o 11b 6e,0.458559,6,0.320188
1o 11e 6e,0.458559,26,0.623219
1o 11c 6o,0.458559,27,0.638370
1o 11o 6o,0.458559,27,0.638370
1o 11b 6o,0.458559,27,0.638370
1o 11e 6o,0.458559,27,0.638370
1o 11c 6b,0.458559,6,0.320188
1c 11e 6b,0.458559,6,0.320188
1c 11c 6e,0.458559,21,0.547461
12o 11o 7b,0.457915,20,0.531988
12b 11b 7b,0.457915,27,0.638048
12e 11o 7c,0.457915,7,0.335018
12c 11o 7c,0.457915,27,0.638048
12o 11o 7c,0.457915,20,0.531988
12e 11c 7c,0.457915,27,0.638048
12b 11c 7c,0.457915,27,0.638048
12c 11b 7c,0.457915,27,0.638048
12o 11b 7c,0.457915,7,0.335018
12b 11b 7c,0.457915,20,0.531988
12e 11b 7c,0.457915,7,0.335018
12c 11e 7c,0.457915,27,0.638048
12o 11e 7c,0.457915,7,0.335018
12b 11e 7c,0.457915,7,0.335018
12e 11o 7b,0.457915,7,0.335018
12c 11b 7b,0.457915,27,0.638048
12c 11o 7b,0.457915,7,0.335018
12e 11c 7b,0.457915,7,0.335018
12b 11o 7c,0.457915,7,0.335018
12b 11o 7b,0.457915,27,0.638048
12e 11e 7c,0.457915,20,0.531988
12o 11b 7b,0.457915,27,0.638048
12o 11c 7c,0.457915,27,0.638048
12b 11c 7b,0.457915,27,0.638048
12c 11c 7c,0.457915,27,0.638048
12e 11b 7b,0.457915,27,0.638048
12o 11c 7b,0.457915,7,0.335018
12c 11c 7b,0.457915,20,0.531988
12e 11e 7b,0.457915,20,0.531988
12c 11e 7b,0.457915,7,0.335018
12b 11e 7b,0.457915,27,0.638048
12o 11e 7b,0.457915,7,0.335018
7o 10e 5e,0.450708,25,0.604142
7o 10b 5e,0.450708,7,0.331415
7o 10b 5o,0.450708,32,0.710202
7o 10e 5o,0.450708,32,0.710202
7o 10o 5c,0.450708,27,0.634445
7o 10e 5b,0.450708,7,0.331415
7o 10c 5o,0.450708,32,0.710202
7o 10b 5b,0.450708,25,0.604142
7o 10o 5o,0.450708,32,0.710202
7o 10o 5b,0.450708,27,0.634445
7o 10c 5c,0.450708,25,0.604142
7o 10o 5e,0.450708,27,0.634445
7o 10c 5b,0.450708,7,0.331415
7o 10c 5e,0.450708,7,0.331415
7o 10e 5c,0.450708,7,0.331415
7o 10b 5c,0.450708,7,0.331415
11e 11c 10c,0.444380,20,0.525220
11e 11b 10b,0.444380,20,0.525220
11e 11o 10b,0.444380,0,0.222190
11e 11b 10o,0.444380,0,0.222190
11e 11c 10b,0.444380,0,0.222190
11b 11o 10b,0.444380,20,0.525220
11b 11c 10b,0.444380,20,0.525220
11e 11o 10o,0.444380,20,0.525220
11o 11c 10b,0.444380,0,0.222190
11b 11c 10o,0.444380,0,0.222190
11o 11c 10o,0.444380,20,0.525220
11o 11c 10e,0.444380,0,0.222190
11b 11o 10o,0.444380,20,0.525220
11b 11c 10e,0.444380,0,0.222190
11b 11o 10e,0.444380,0,0.222190
11o 11c 10c,0.444380,20,0.525220
11b 11c 10c,0.444380,20,0.525220
11e 11b 10e,0.444380,20,0.525220
11e 11o 10e,0.444380,20,0.525220
11e 11c 10e,0.444380,20,0.525220
11b 11o 10c,0.444380,0,0.222190
11e 11o 10c,0.444380,0,0.222190
11e 11c 10o,0.444380,0,0.222190
11e 11b 10c,0.444380,0,0.222190
3o 11c 4b,0.444058,4,0.282635
2b 11c 5e,0.444058,5,0.297787
3e 11b 4e,0.444058,27,0.631120
3e 11e 4e,0.444058,27,0.631120
3e 11o 4e,0.444058,27,0.631120
3e 11c 4e,0.444058,27,0.631120
3e 11e 4b,0.444058,23,0.570514
3e 11b 4b,0.444058,24,0.585666
3e 11c 4b,0.444058,4,0.282635
3e 11o 4b,0.444058,4,0.282635
3e 11e 4o,0.444058,23,0.570514
3o 11o 4o,0.444058,27,0.631120
3b 11e 4o,0.444058,4,0.282635
3b 11b 4o,0.444058,23,0.570514
3b 11o 4o,0.444058,24,0.585666
3b 11c 4o,0.444058,4,0.282635
3e 11b 4o,0.444058,4,0.282635
3e 11o 4o,0.444058,24,0.585666
3b 11c 4b,0.444058,27,0.631120
3b 11o 4b,0.444058,27,0.631120
3o 11b 4o,0.444058,27,0.631120
3e 11c 4o,0.444058,4,0.282635
3c 11e 4o,0.444058,4,0.282635
3c 11b 4o,0.444058,4,0.282635
3c 11o 4o,0.444058,24,0.585666
3o 11e 4o,0.444058,27,0.631120
3c 11c 4b,0.444058,23,0.570514
3e 11e 4c,0.444058,23,0.570514
3b 11b 4b,0.444058,27,0.631120
3e 11b 4c,0.444058,4,0.282635
3e 11o 4c,0.444058,4,0.282635
3e 11c 4c,0.444058,24,0.585666
2o 11c 5c,0.444058,25,0.600817
3c 11c 4o,0.444058,23,0.570514
2o 11o 5c,0.444058,22,0.555363
3c 11o 4b,0.444058,4,0.282635
3c 11b 4b,0.444058,24,0.585666
3b 11e 4c,0.444058,4,0.282635
3c 11e 4c,0.444058,27,0.631120
3b 11o 4c,0.444058,4,0.282635
3b 11b 4c,0.444058,23,0.570514
2o 11b 5c,0.444058,5,0.297787
3b 11c 4c,0.444058,24,0.585666
3b 11e 4b,0.444058,27,0.631120
3c 11b 4c,0.444058,27,0.631120
3c 11o 4c,0.444058,27,0.631120
2o 11e 5c,0.444058,5,0.297787
3o 11e 4c,0.444058,4,0.282635
3c 11e 4b,0.444058,4,0.282635
3c 11c 4c,0.444058,27,0.631120
3c 11c 4e,0.444058,23,0.570514
3c 11o 4e,0.444058,4,0.282635
3c 11e 4e,0.444058,24,0.585666
3c 11b 4e,0.444058,4,0.282635
2b 11e 5e,0.444058,25,0.600817
2b 11o 5e,0.444058,5,0.297787
3o 11b 4b,0.444058,24,0.585666
3o 11o 4b,0.444058,23,0.570514
3o 11o 4c,0.444058,23,0.570514
3o 11e 4b,0.444058,4,0.282635
3o 11b 4c,0.444058,4,0.282635
3o 11c 4c,0.444058,24,0.585666
2b 11b 5e,0.444058,22,0.555363
2c 11c 5o,0.444058,22,0.555363
2b 11e 5b,0.444058,27,0.631120
2b 11b 5b,0.444058,27,0.631120
2e 11o 5c,0.444058,5,0.297787
2c 11c 5c,0.444058,27,0.631120
2e 11c 5c,0.444058,25,0.600817
2e 11b 5c,0.444058,5,0.297787
2e 11e 5c,0.444058,22,0.555363
2e 11e 5e,0.444058,27,0.631120
2e 11b 5e,0.444058,27,0.631120
2e 11o 5e,0.444058,27,0.631120
2c 11b 5c,0.444058,27,0.631120
2e 11c 5e,0.444058,27,0.631120
2o 11c 5o,0.444058,27,0.631120
2c 11o 5c,0.444058,27,0.631120
2o 11o 5o,0.444058,27,0.631120
2o 11b 5o,0.444058,27,0.631120
2o 11e 5o,0.444058,27,0.631120
3b 11c 4e,0.444058,4,0.282635
3o 11b 4e,0.444058,4,0.282635
3b 11o 4e,0.444058,4,0.282635
3o 11c 4e,0.444058,4,0.282635
3o 11e 4e,0.444058,24,0.585666
3b 11b 4e,0.444058,23,0.570514
3b 11e 4e,0.444058,24,0.585666
3o 11o 4e,0.444058,23,0.570514
2o 11c 5b,0.444058,5,0.297787
2o 11o 5b,0.444058,22,0.555363
2o 11b 5b,0.444058,25,0.600817
2o 11e 5b,0.444058,5,0.297787
2o 11c 5e,0.444058,5,0.297787
2o 11o 5e,0.444058,22,0.555363
2o 11b 5e,0.444058,5,0.297787
2o 11e 5e,0.444058,25,0.600817
2c 11b 5e,0.444058,5,0.297787
2c 11e 5e,0.444058,25,0.600817
2c 11o 5e,0.444058,5,0.297787
2c 11c 5e,0.444058,22,0.555363
3o 11c 4o,0.444058,27,0.631120
2b 11o 5b,0.444058,27,0.631120
2c 11e 5c,0.444058,27,0.631120
2b 11c 5b,0.444058,27,0.631120
2b 11o 5o,0.444058,25,0.600817
2b 11b 5o,0.444058,22,0.555363
2b 11e 5o,0.444058,5,0.297787
2e 11b 5b,0.444058,25,0.600817
2b 11c 5o,0.444058,5,0.297787
2c 11e 5b,0.444058,5,0.297787
2c 11b 5b,0.444058,25,0.600817
2e 11e 5b,0.444058,22,0.555363
2c 11c 5b,0.444058,22,0.555363
2c 11o 5b,0.444058,5,0.297787
2b 11e 5c,0.444058,5,0.297787
2e 11o 5b,0.444058,5,0.297787
2e 11c 5b,0.444058,5,0.297787
2b 11b 5c,0.444058,22,0.555363
2b 11o 5c,0.444058,5,0.297787
2e 11o 5o,0.444058,25,0.600817
2e 11b 5o,0.444058,5,0.297787
2e 11c 5o,0.444058,5,0.297787
2e 11e 5o,0.444058,22,0.555363
2b 11c 5c,0.444058,25,0.600817
2c 11o 5o,0.444058,25,0.600817
2c 11b 5o,0.444058,5,0.297787
2c 11e 5o,0.444058,5,0.297787
12b 10o 10c,0.443308,0,0.221654
12b 10b 10o,0.443308,20,0.524684
12c 10e 10b,0.443308,0,0.221654
12e 10b 10o,0.443308,0,0.221654
12b 10e 10b,0.443308,20,0.524684
12e 10e 10b,0.443308,20,0.524684
12e 10o 10c,0.443308,0,0.221654
12o 10o 10c,0.443308,20,0.524684
12c 10o 10c,0.443308,20,0.524684
12e 10e 10o,0.443308,20,0.524684
12o 10e 10b,0.443308,0,0.221654
12c 10e 10o,0.443308,0,0.221654
12b 10e 10o,0.443308,0,0.221654
12o 10e 10o,0.443308,20,0.524684
12o 10b 10o,0.443308,20,0.524684
12c 10e 10c,0.443308,20,0.524684
12o 10e 10c,0.443308,0,0.221654
12b 10e 10c,0.443308,0,0.221654
12c 10b 10c,0.443308,20,0.524684
12c 10b 10o,0.443308,0,0.221654
12o 10b 10c,0.443308,0,0.221654
12b 10b 10c,0.443308,20,0.524684
12e 10b 10c,0.443308,0,0.221654
12e 10e 10c,0.443308,20,0.524684
1c 10c 7c,0.440112,28,0.644298
1o 10b 7c,0.440112,7,0.326116
1o 10e 7c,0.440112,7,0.326116
1o 10c 7b,0.440112,7,0.326116
1o 10o 7b,0.440112,21,0.538238
1o 10b 7b,0.440112,27,0.629147
1c 10o 7c,0.440112,28,0.644298
1o 10o 7c,0.440112,21,0.538238
1o 10c 7c,0.440112,27,0.629147
1c 10b 7c,0.440112,28,0.644298
1c 10e 7c,0.440112,28,0.644298
1c 10c 7b,0.440112,21,0.538238
1c 10o 7b,0.440112,7,0.326116
1c 10b 7b,0.440112,27,0.629147
1o 10e 7b,0.440112,7,0.326116
1c 10e 7b,0.440112,7,0.326116
2o 10e 6c,0.433076,6,0.307447
2c 10o 6c,0.433076,28,0.640780
2c 10o 6b,0.433076,6,0.307447
2e 10c 6e,0.433076,28,0.640780
2c 10c 6b,0.433076,22,0.549871
2c 10e 6b,0.433076,6,0.307447
2o 10b 6o,0.433076,28,0.640780
2o 10e 6o,0.433076,28,0.640780
2e 10o 6e,0.433076,28,0.640780
2e 10e 6e,0.433076,28,0.640780
2e 10b 6e,0.433076,28,0.640780
2o 10c 6b,0.433076,6,0.307447
2o 10o 6o,0.433076,28,0.640780
2e 10o 6c,0.433076,6,0.307447
2o 10c 6o,0.433076,28,0.640780
2o 10b 6b,0.433076,26,0.610477
2c 10e 6o,0.433076,6,0.307447
2c 10b 6o,0.433076,6,0.307447
2c 10o 6o,0.433076,26,0.610477
2c 10c 6o,0.433076,22,0.549871
2c 10c 6e,0.433076,22,0.549871
2o 10o 6b,0.433076,22,0.549871
2c 10o 6e,0.433076,6,0.307447
2e 10o 6b,0.433076,6,0.307447
2e 10e 6b,0.433076,22,0.549871
2e 10b 6b,0.433076,26,0.610477
2e 10c 6b,0.433076,6,0.307447
2c 10b 6e,0.433076,6,0.307447
2e 10e 6o,0.433076,22,0.549871
2o 10e 6b,0.433076,6,0.307447
2o 10o 6e,0.433076,22,0.549871
2o 10e 6e,0.433076,26,0.610477
2o 10b 6e,0.433076,6,0.307447
2c 10e 6e,0.433076,26,0.610477
2e 10b 6o,0.433076,6,0.307447
2e 10o 6o,0.433076,26,0.610477
2b 10e 6e,0.433076,26,0.610477
2c 10b 6b,0.433076,26,0.610477
2c 10c 6c,0.433076,28,0.640780
2c 10e 6c,0.433076,28,0.640780
2o 10b 6c,0.433076,6,0.307447
2o 10c 6c,0.433076,26,0.610477
2o 10o 6c,0.433076,22,0.549871
2e 10e 6c,0.433076,22,0.549871
2b 10b 6e,0.433076,22,0.549871
2b 10c 6c,0.433076,26,0.610477
2b 10o 6c,0.433076,6,0.307447
2o 10c 6e,0.433076,6,0.307447
2c 10b 6c,0.433076,28,0.640780
2e 10b 6c,0.433076,6,0.307447
2b 10b 6c,0.433076,22,0.549871
2b 10e 6c,0.433076,6,0.307447
2b 10o 6e,0.433076,6,0.307447
2e 10c 6c,0.433076,26,0.610477
2b 10o 6o,0.433076,26,0.610477
2b 10c 6o,0.433076,6,0.307447
2e 10c 6o,0.433076,6,0.307447
2b 10b 6o,0.433076,22,0.549871
2b 10e 6o,0.433076,6,0.307447
2b 10c 6b,0.433076,28,0.640780
2b 10o 6b,0.433076,28,0.640780
2b 10c 6e,0.433076,6,0.307447
2b 10e 6b,0.433076,28,0.640780
2b 10b 6b,0.433076,28,0.640780
1e 6b 6o,0.432432,6,0.307125
1e 6b 6c,0.432432,6,0.307125
1e 6o 6c,0.432432,6,0.307125
1e 6e 6c,0.432432,27,0.625307
1e 6e 6o,0.432432,27,0.625307
1e 6e 6b,0.432432,27,0.625307
2e 7b 7c,0.432175,7,0.322148
2c 7b 7c,0.432175,29,0.655481
2b 7b 7c,0.432175,29,0.655481
2o 7b 7c,0.432175,7,0.322148
3o 7b 6c,0.428958,7,0.320539
3o 7c 6e,0.428958,7,0.320539
3b 7b 6c,0.428958,30,0.669024
3b 7c 6o,0.428958,7,0.320539
3c 7c 6c,0.428958,33,0.714479
3c 7b 6c,0.428958,29,0.653873
3c 7c 6o,0.428958,30,0.669024
3c 7b 6o,0.428958,7,0.320539
3c 7c 6b,0.428958,30,0.669024
3c 7b 6b,0.428958,33,0.714479
3c 7c 6e,0.428958,30,0.669024
3c 7b 6e,0.428958,7,0.320539
3o 7b 6e,0.428958,7,0.320539
3b 7c 6c,0.428958,33,0.714479
3o 7b 6b,0.428958,33,0.714479
3o 7c 6b,0.428958,7,0.320539
3o 7b 6o,0.428958,29,0.653873
3b 7b 6o,0.428958,30,0.669024
3o 7c 6o,0.428958,29,0.653873
3o 7c 6c,0.428958,33,0.714479
3e 7c 6c,0.428958,33,0.714479
3e 7b 6c,0.428958,7,0.320539
3e 7c 6o,0.428958,7,0.320539
3e 7b 6o,0.428958,7,0.320539
3e 7c 6b,0.428958,7,0.320539
3e 7b 6b,0.428958,33,0.714479
3b 7b 6e,0.428958,30,0.669024
3e 7c 6e,0.428958,29,0.653873
3b 7c 6e,0.428958,7,0.320539
3e 7b 6e,0.428958,29,0.653873
3b 7c 6b,0.428958,29,0.653873
3b 7b 6b,0.428958,33,0.714479
1b 6o 6c,0.422008,6,0.301913
1b 6e 6b,0.422008,27,0.620095
1b 6e 6o,0.422008,6,0.301913
1b 6e 6c,0.422008,6,0.301913
1b 6b 6o,0.422008,27,0.620095
1b 6b 6c,0.422008,27,0.620095
12e 12o 5b,0.421557,5,0.286536
12e 12o 5c,0.421557,5,0.286536
12e 12b 5b,0.421557,25,0.589567
12e 12o 5e,0.421557,25,0.589567
12b 12o 5e,0.421557,5,0.286536
12e 12b 5c,0.421557,5,0.286536
12e 12c 5b,0.421557,5,0.286536
12b 12o 5b,0.421557,25,0.589567
12e 12b 5e,0.421557,25,0.589567
12e 12c 5e,0.421557,25,0.589567
12o 12c 5o,0.421557,25,0.589567
12b 12c 5o,0.421557,5,0.286536
12b 12c 5e,0.421557,5,0.286536
12o 12c 5e,0.421557,5,0.286536
12b 12o 5o,0.421557,25,0.589567
12e 12c 5o,0.421557,5,0.286536
12e 12o 5o,0.421557,25,0.589567
12e 12b 5o,0.421557,5,0.286536
12b 12c 5b,0.421557,25,0.589567
12o 12c 5b,0.421557,5,0.286536
12b 12o 5c,0.421557,5,0.286536
12o 12c 5c,0.421557,25,0.589567
12b 12c 5c,0.421557,25,0.589567
12e 12c 5c,0.421557,25,0.589567
3b 10e 5e,0.419348,25,0.588462
3o 10o 5b,0.419348,23,0.558159
3c 10b 5b,0.419348,25,0.588462
3e 10e 5e,0.419348,28,0.633916
3c 10c 5o,0.419348,23,0.558159
3c 10o 5o,0.419348,25,0.588462
3e 10c 5c,0.419348,25,0.588462
3o 10e 5e,0.419348,25,0.588462
3c 10e 5c,0.419348,28,0.633916
3b 10c 5o,0.419348,5,0.285432
3b 10o 5o,0.419348,25,0.588462
3e 10o 5c,0.419348,5,0.285432
3b 10e 5o,0.419348,5,0.285432
3o 10b 5e,0.419348,5,0.285432
3b 10b 5o,0.419348,23,0.558159
3c 10b 5c,0.419348,28,0.633916
3c 10o 5c,0.419348,28,0.633916
3o 10o 5e,0.419348,23,0.558159
3c 10c 5c,0.419348,28,0.633916
3e 10c 5b,0.419348,5,0.285432
3e 10o 5b,0.419348,5,0.285432
3e 10o 5e,0.419348,28,0.633916
3b 10b 5c,0.419348,23,0.558159
3b 10e 5c,0.419348,5,0.285432
3e 10b 5c,0.419348,5,0.285432
3o 10c 5e,0.419348,5,0.285432
3b 10e 5b,0.419348,28,0.633916
3e 10b 5b,0.419348,25,0.588462
3e 10e 5b,0.419348,23,0.558159
3e 10b 5e,0.419348,28,0.633916
3e 10c 5e,0.419348,28,0.633916
3o 10o 5c,0.419348,23,0.558159
3o 10b 5c,0.419348,5,0.285432
3o 10c 5c,0.419348,25,0.588462
3b 10o 5c,0.419348,5,0.285432
3b 10b 5b,0.419348,28,0.633916
3b 10c 5c,0.419348,25,0.588462
3b 10o 5b,0.419348,28,0.633916
3o 10e 5c,0.419348,5,0.285432
3b 10c 5b,0.419348,28,0.633916
3e 10e 5c,0.419348,23,0.558159
3c 10b 5o,0.419348,5,0.285432
3c 10e 5b,0.419348,5,0.285432
3c 10e 5e,0.419348,25,0.588462
3c 10e 5o,0.419348,5,0.285432
3o 10c 5o,0.419348,28,0.633916
3e 10e 5o,0.419348,23,0.558159
3e 10o 5o,0.419348,25,0.588462
3e 10b 5o,0.419348,5,0.285432
3o 10b 5o,0.419348,28,0.633916
3e 10c 5o,0.419348,5,0.285432
3c 10b 5e,0.419348,5,0.285432
3b 10c 5e,0.419348,5,0.285432
3c 10c 5b,0.419348,23,0.558159
3c 10o 5b,0.419348,5,0.285432
3o 10o 5o,0.419348,28,0.633916
3o 10e 5o,0.419348,28,0.633916
3o 10c 5b,0.419348,5,0.285432
3c 10c 5e,0.419348,23,0.558159
3o 10b 5b,0.419348,25,0.588462
3o 10e 5b,0.419348,5,0.285432
3b 10b 5e,0.419348,23,0.558159
3b 10o 5e,0.419348,5,0.285432
3c 10o 5e,0.419348,5,0.285432
1e 10e 4c,0.418919,21,0.527641
1e 10c 4o,0.418919,4,0.270066
1e 10b 4e,0.418919,25,0.588247
1e 10c 4c,0.418919,24,0.573096
1e 10o 4e,0.418919,25,0.588247
1e 10c 4e,0.418919,25,0.588247
1e 10e 4e,0.418919,25,0.588247
1e 10o 4c,0.418919,4,0.270066
1e 10e 4b,0.418919,21,0.527641
1e 10b 4c,0.418919,4,0.270066
1e 10o 4o,0.418919,24,0.573096
1e 10b 4o,0.418919,4,0.270066
1e 10e 4o,0.418919,21,0.527641
1e 10c 4b,0.418919,4,0.270066
1e 10o 4b,0.418919,4,0.270066
1e 10b 4b,0.418919,24,0.573096
1e 7c 5c,0.416667,32,0.693182
1e 7b 5e,0.416667,26,0.602273
1e 7b 5c,0.416667,7,0.314394
1e 7c 5o,0.416667,7,0.314394
1e 7b 5o,0.416667,7,0.314394
1e 7c 5b,0.416667,7,0.314394
1e 7b 5b,0.416667,32,0.693182
1e 7c 5e,0.416667,26,0.602273
1o 12c 4e,0.416602,4,0.268907
1o 12b 4c,0.416602,4,0.268907
1c 12e 4c,0.416602,25,0.587089
1o 12e 4b,0.416602,4,0.268907
1o 12b 4b,0.416602,24,0.571938
1o 12o 4b,0.416602,21,0.526483
1c 12c 4c,0.416602,25,0.587089
1c 12e 4o,0.416602,4,0.268907
1o 12c 4b,0.416602,4,0.268907
1c 12c 4b,0.416602,21,0.526483
1o 12e 4o,0.416602,25,0.587089
1o 12o 4o,0.416602,25,0.587089
1o 12b 4o,0.416602,25,0.587089
1o 12c 4o,0.416602,25,0.587089
1o 12e 4c,0.416602,4,0.268907
1c 12o 4c,0.416602,25,0.587089
1o 12o 4c,0.416602,21,0.526483
1o 12c 4c,0.416602,24,0.571938
1o 12o 4e,0.416602,21,0.526483
1o 12b 4e,0.416602,4,0.268907
1o 12e 4e,0.416602,24,0.571938
1c 12o 4b,0.416602,4,0.268907
1c 12b 4b,0.416602,24,0.571938
1c 12e 4b,0.416602,4,0.268907
1c 12b 4o,0.416602,4,0.268907
1c 12b 4c,0.416602,25,0.587089
1c 12o 4o,0.416602,24,0.571938
1c 12c 4o,0.416602,21,0.526483
1c 12e 4e,0.416602,24,0.571938
1c 12o 4e,0.416602,4,0.268907
1c 12b 4e,0.416602,4,0.268907
1c 12c 4e,0.416602,21,0.526483
12c 11e 6e,0.416088,26,0.601983
12e 11o 6o,0.416088,26,0.601983
12c 11c 6e,0.416088,20,0.511074
12b 11c 6b,0.416088,26,0.601983
12e 11c 6b,0.416088,6,0.298953
12o 11c 6e,0.416088,6,0.298953
12c 11o 6b,0.416088,6,0.298953
12b 11o 6b,0.416088,26,0.601983
12b 11c 6e,0.416088,6,0.298953
12e 11c 6e,0.416088,26,0.601983
12o 11o 6b,0.416088,20,0.511074
12o 11o 6c,0.416088,20,0.511074
12c 11o 6e,0.416088,6,0.298953
12o 11o 6e,0.416088,20,0.511074
12c 11o 6c,0.416088,26,0.601983
12b 11o 6e,0.416088,6,0.298953
12e 11e 6c,0.416088,20,0.511074
12b 11e 6c,0.416088,6,0.298953
12e 11o 6e,0.416088,26,0.601983
12e 11e 6b,0.416088,20,0.511074
12e 11c 6c,0.416088,26,0.601983
12b 11c 6c,0.416088,26,0.601983
12o 11c 6c,0.416088,26,0.601983
12c 11c 6c,0.416088,26,0.601983
12b 11o 6c,0.416088,6,0.298953
12e 11o 6c,0.416088,6,0.298953
12b 11e 6b,0.416088,26,0.601983
12c 11b 6e,0.416088,6,0.298953
12o 11b 6e,0.416088,6,0.298953
12b 11b 6e,0.416088,20,0.511074
12e 11b 6e,0.416088,26,0.601983
12c 11b 6c,0.416088,26,0.601983
12o 11e 6b,0.416088,6,0.298953
12o 11b 6c,0.416088,6,0.298953
12c 11e 6b,0.416088,6,0.298953
12b 11b 6c,0.416088,20,0.511074
12e 11b 6c,0.416088,6,0.298953
12e 11e 6o,0.416088,20,0.511074
12b 11e 6o,0.416088,6,0.298953
12o 11e 6o,0.416088,26,0.601983
12c 11e 6o,0.416088,6,0.298953
12e 11b 6b,0.416088,26,0.601983
12o 11e 6e,0.416088,26,0.601983
12e 11b 6o,0.416088,6,0.298953
12b 11b 6b,0.416088,26,0.601983
12o 11b 6b,0.416088,26,0.601983
12b 11e 6e,0.416088,26,0.601983
12e 11e 6e,0.416088,26,0.601983
12b 11b 6o,0.416088,20,0.511074
12o 11b 6o,0.416088,26,0.601983
12c 11b 6b,0.416088,26,0.601983
12o 11c 6b,0.416088,6,0.298953
12e 11o 6b,0.416088,6,0.298953
12c 11c 6b,0.416088,20,0.511074
12c 11b 6o,0.416088,6,0.298953
12c 11c 6o,0.416088,20,0.511074
12o 11c 6o,0.416088,26,0.601983
12o 11e 6c,0.416088,6,0.298953
12b 11o 6o,0.416088,26,0.601983
12o 11o 6o,0.416088,26,0.601983
12c 11o 6o,0.416088,26,0.601983
12b 11c 6o,0.416088,6,0.298953
12e 11c 6o,0.416088,6,0.298953
12c 11e 6c,0.416088,26,0.601983
