hand,truco_score
4c 6o 11b,-27.206177
4c 6o 11o,-27.206177
4c 6o 11c,-27.206177
4c 6o 12e,-25.155212
4c 6o 12b,-25.155212
4c 6o 12o,-25.155212
4c 6o 12c,-25.155212
4c 6c 7e,-18.05251
4c 6c 7b,-30.674904
4c 6c 7o,-18.56525
4c 6c 7c,-30.674904
4c 6c 10e,-29.257143
4c 6c 10b,-29.257143
4c 6c 10o,-29.257143
4c 6c 10c,-29.257143
4c 6c 11e,-27.206177
4c 6c 11b,-27.206177
4c 6c 11o,-27.206177
4c 6c 11c,-27.206177
4c 6c 12e,-25.155212
4c 6c 12b,-25.155212
4c 6c 12o,-25.155212
4c 6c 12c,-25.155212
4c 7e 7b,-12.826255
4c 7e 7o,28.639381
4c 7e 7c,-12.826255
4c 7e 10e,-7.456371
4c 7e 10b,-7.456371
4c 7e 10o,-7.456371
4c 7e 10c,-7.456371
4c 7e 11e,-0.392278
4c 7e 11b,-0.392278
4c 7e 11o,-0.392278
4c 7e 11c,-0.392278
4c 7e 12e,6.6718144
4c 7e 12b,6.6718144
4c 7e 12o,6.6718144
4c 7e 12c,6.6718144
4c 7b 7o,-13.482625
4c 7b 7c,-28.84942
4c 7b 10e,-27.02394
4c 7b 10b,-27.02394
4c 7b 10o,-27.02394
4c 7b 10c,-27.02394
4c 7b 11e,-24.398455
4c 7b 11b,-24.398455
4c 7b 11o,-24.398455
4c 7b 11c,-24.398455
4c 7b 12e,-21.772972
4c 7b 12b,-21.772972
4c 7b 12o,-21.772972
4c 7b 12c,-21.772972
4c 7o 7c,-13.482625
4c 7o 10e,-8.265637
4c 7o 10b,-8.265637
4c 7o 10o,-8.265637
4c 7o 10c,-8.265637
4c 7o 11e,-1.3992279
4c 7o 11b,-1.3992279
4c 7o 11o,-1.3992279
4c 7o 11c,-1.3992279
4c 7o 12e,5.4671817
4c 7o 12b,5.4671817
4c 7o 12o,5.4671817
4c 7o 12c,5.4671817
4c 7c 10e,-27.02394
4c 7c 10b,-27.02394
4c 7c 10o,-27.02394
4c 7c 10c,-27.02394
4c 7c 11e,-24.398455
4c 7c 11b,-24.398455
4c 7c 11o,-24.398455
4c 7c 11c,-24.398455
4c 7c 12e,-21.772972
4c 7c 12b,-21.772972
4c 7c 12o,-21.772972
4c 7c 12c,-21.772972
4c 10e 10b,-24.823166
4c 10e 10o,-24.823166
4c 10e 10c,-24.823166
4c 10e 11e,-21.757528
4c 10e 11b,-21.757528
4c 10e 11o,-21.757528
4c 10e 11c,-21.757528
4c 10e 12e,-18.520464
4c 10e 12b,-18.520464
4c 10e 12o,-18.520464
4c 10e 12c,-18.520464
4c 10b 10o,-24.823166
4c 10b 10c,-24.823166
4c 10b 11e,-21.757528
4c 10b 11b,-21.757528
4c 10b 11o,-21.757528
4c 10b 11c,-21.757528
4c 10b 12e,-18.520464
4c 10b 12b,-18.520464
4c 10b 12o,-18.520464
4c 10b 12c,-18.520464
4c 10o 10c,-24.823166
4c 10o 11e,-21.757528
4c 10o 11b,-21.757528
4c 10o 11o,-21.757528
4c 10o 11c,-21.757528
4c 10o 12e,-18.520464
4c 10o 12b,-18.520464
4c 10o 12o,-18.520464
4c 10o 12c,-18.520464
4c 10c 11e,-21.757528
4c 10c 11b,-21.757528
4c 10c 11o,-21.757528
4c 10c 11c,-21.757528
4c 10c 12e,-18.520464
4c 10c 12b,-18.520464
4c 10c 12o,-18.520464
4c 10c 12c,-18.520464
4c 11e 11b,-17.9722
4c 11e 11o,-17.9722
4c 11e 11c,-17.9722
4c 11e 12e,-14.097298
4c 11e 12b,-14.097298
4c 11e 12o,-14.097298
4c 11e 12c,-14.097298
4c 11b 11o,-17.9722
4c 11b 11c,-17.9722
4c 11b 12e,-14.097298
4c 11b 12b,-14.097298
4c 11b 12o,-14.097298
4c 11b 12c,-14.097298
4c 11o 11c,-17.9722
4c 11o 12e,-14.097298
4c 11o 12b,-14.097298
4c 11o 12o,-14.097298
4c 11o 12c,-14.097298
4c 11c 12e,-14.097298
4c 11c 12b,-14.097298
4c 11c 12o,-14.097298
4c 11c 12c,-14.097298
4c 12e 12b,-9.539768
4c 12e 12o,-9.539768
4c 12e 12c,-9.539768
4c 12b 12o,-9.539768
4c 12b 12c,-9.539768
4c 12o 12c,-9.539768
5e 5b 5o,-33.535133
5e 5b 5c,-33.535133
5e 5b 6e,-31.865637
5e 5b 6b,-31.865637
5e 5b 6o,-31.865637
5e 5b 6c,-31.865637
5e 5b 7e,-18.579151
5e 5b 7b,-30.349035
5e 5b 7o,-19.057915
5e 5b 7c,-30.349035
5e 5b 10e,-28.99305
5e 5b 10b,-28.99305
5e 5b 10o,-28.99305
5e 5b 10c,-28.99305
5e 5b 11e,-27.077991
5e 5b 11b,-27.077991
5e 5b 11o,-27.077991
5e 5b 11c,-27.077991
5e 5b 12e,-25.162935
5e 5b 12b,-25.162935
5e 5b 12o,-25.162935
5e 5b 12c,-25.162935
5e 5o 5c,-33.535133
5e 5o 6e,-31.865637
5e 5o 6b,-31.865637
5e 5o 6o,-31.865637
5e 5o 6c,-31.865637
5e 5o 7e,-18.579151
5e 5o 7b,-30.349035
5e 5o 7o,-19.057915
5e 5o 7c,-30.349035
5e 5o 10e,-28.99305
5e 5o 10b,-28.99305
5e 5o 10o,-28.99305
5e 5o 10c,-28.99305
5e 5o 11e,-27.077991
5e 5o 11b,-27.077991
5e 5o 11o,-27.077991
5e 5o 11c,-27.077991
5e 5o 12e,-25.162935
5e 5o 12b,-25.162935
5e 5o 12o,-25.162935
5e 5o 12c,-25.162935
5e 5c 6e,-31.865637
5e 5c 6b,-31.865637
5e 5c 6o,-31.865637
5e 5c 6c,-31.865637
5e 5c 7e,-18.579151
5e 5c 7b,-30.349035
5e 5c 7o,-19.057915
5e 5c 7c,-30.349035
5e 5c 10e,-28.99305
5e 5c 10b,-28.99305
5e 5c 10o,-28.99305
5e 5c 10c,-28.99305
5e 5c 11e,-27.077991
5e 5c 11b,-27.077991
5e 5c 11o,-27.077991
5e 5c 11c,-27.077991
5e 5c 12e,-25.162935
5e 5c 12b,-25.162935
5e 5c 12o,-25.162935
5e 5c 12c,-25.162935
5e 6e 6b,-29.626255
5e 6e 6o,-29.626255
5e 6e 6c,-29.626255
5e 6e 7e,-12.137452
5e 6e 7b,-27.777607
5e 6e 7o,-12.773746
5e 6e 7c,-27.777607
5e 6e 10e,-25.970655
5e 6e 10b,-25.970655
5e 6e 10o,-25.970655
5e 6e 10c,-25.970655
5e 6e 11e,-23.425482
5e 6e 11b,-23.425482
5e 6e 11o,-23.425482
5e 6e 11c,-23.425482
5e 6e 12e,-20.880308
5e 6e 12b,-20.880308
5e 6e 12o,-20.880308
5e 6e 12c,-20.880308
5e 6b 6o,-29.626255
5e 6b 6c,-29.626255
5e 6b 7e,-12.137452
5e 6b 7b,-27.777607
5e 6b 7o,-12.773746
5e 6b 7c,-27.777607
5e 6b 10e,-25.970655
5e 6b 10b,-25.970655
5e 6b 10o,-25.970655
5e 6b 10c,-25.970655
5e 6b 11e,-23.425482
5e 6b 11b,-23.425482
5e 6b 11o,-23.425482
5e 6b 11c,-23.425482
5e 6b 12e,-20.880308
5e 6b 12b,-20.880308
5e 6b 12o,-20.880308
5e 6b 12c,-20.880308
5e 6o 6c,-29.626255
5e 6o 7e,-12.137452
5e 6o 7b,-27.777607
5e 6o 7o,-12.773746
5e 6o 7c,-27.777607
5e 6o 10e,-25.970655
5e 6o 10b,-25.970655
5e 6o 10o,-25.970655
5e 6o 10c,-25.970655
5e 6o 11e,-23.425482
5e 6o 11b,-23.425482
5e 6o 11o,-23.425482
5e 6o 11c,-23.425482
5e 6o 12e,-20.880308
5e 6o 12b,-20.880308
5e 6o 12o,-20.880308
5e 6o 12c,-20.880308
5e 6c 7e,-12.137452
5e 6c 7b,-27.777607
5e 6c 7o,-12.773746
5e 6c 7c,-27.777607
5e 6c 10e,-25.970655
5e 6c 10b,-25.970655
5e 6c 10o,-25.970655
5e 6c 10c,-25.970655
5e 6c 11e,-23.425482
5e 6c 11b,-23.425482
5e 6c 11o,-23.425482
5e 6c 11c,-23.425482
5e 6c 12e,-20.880308
5e 6c 12b,-20.880308
5e 6c 12o,-20.880308
5e 6c 12c,-20.880308
5e 7e 7b,-7.4857144
5e 7e 7o,29.479536
5e 7e 7c,-7.4857144
5e 7e 10e,-2.6903474
5e 7e 10b,-2.6903474
5e 7e 10o,-2.6903474
5e 7e 10c,-2.6903474
5e 7e 11e,3.607722
5e 7e 11b,3.607722
5e 7e 11o,3.607722
5e 7e 11c,3.607722
5e 7e 12e,9.905791
5e 7e 12b,9.905791
5e 7e 12o,9.905791
5e 7e 12c,9.905791
5e 7b 7o,-8.228572
5e 7b 7c,-25.637066
5e 7b 10e,-23.53359
5e 7b 10b,-23.53359
5e 7b 10o,-23.53359
5e 7b 10c,-23.53359
5e 7b 11e,-20.562162
5e 7b 11b,-20.562162
5e 7b 11o,-20.562162
5e 7b 11c,-20.562162
5e 7b 12e,-17.590734
5e 7b 12b,-17.590734
5e 7b 12o,-17.590734
5e 7b 12c,-17.590734
5e 7o 7c,-8.228572
5e 7o 10e,-3.5490348
5e 7o 10b,-3.5490348
5e 7o 10o,-3.5490348
5e 7o 10c,-3.5490348
5e 7o 11e,2.6007721
5e 7o 11b,2.6007721
5e 7o 11o,2.6007721
5e 7o 11c,2.6007721
5e 7o 12e,8.750579
5e 7o 12b,8.750579
5e 7o 12o,8.750579
5e 7o 12c,8.750579
5e 7c 10e,-23.53359
5e 7c 10b,-23.53359
5e 7c 10o,-23.53359
5e 7c 10c,-23.53359
5e 7c 11e,-20.562162
5e 7c 11b,-20.562162
5e 7c 11o,-20.562162
5e 7c 11c,-20.562162
5e 7c 12e,-17.590734
5e 7c 12b,-17.590734
5e 7c 12o,-17.590734
5e 7c 12c,-17.590734
5e 10e 10b,-21.128958
5e 10e 10o,-21.128958
5e 10e 10c,-21.128958
5e 10e 11e,-17.828571
5e 10e 11b,-17.828571
5e 10e 11o,-17.828571
5e 10e 11c,-17.828571
5e 10e 12e,-14.393823
5e 10e 12b,-14.393823
5e 10e 12o,-14.393823
5e 10e 12c,-14.393823
5e 10b 10o,-21.128958
5e 10b 10c,-21.128958
5e 10b 11e,-17.828571
5e 10b 11b,-17.828571
5e 10b 11o,-17.828571
5e 10b 11c,-17.828571
5e 10b 12e,-14.393823
5e 10b 12b,-14.393823
5e 10b 12o,-14.393823
5e 10b 12c,-14.393823
5e 10o 10c,-21.128958
5e 10o 11e,-17.828571
5e 10o 11b,-17.828571
5e 10o 11o,-17.828571
5e 10o 11c,-17.828571
5e 10o 12e,-14.393823
5e 10o 12b,-14.393823
5e 10o 12o,-14.393823
5e 10o 12c,-14.393823
5e 10c 11e,-17.828571
5e 10c 11b,-17.828571
5e 10c 11o,-17.828571
5e 10c 11c,-17.828571
5e 10c 12e,-14.393823
5e 10c 12b,-14.393823
5e 10c 12o,-14.393823
5e 10c 12c,-14.393823
5e 11e 11b,-13.981467
5e 11e 11o,-13.981467
5e 11e 11c,-13.981467
5e 11e 12e,-10.069498
5e 11e 12b,-10.069498
5e 11e 12o,-10.069498
5e 11e 12c,-10.069498
5e 11b 11o,-13.981467
5e 11b 11c,-13.981467
5e 11b 12e,-10.069498
5e 11b 12b,-10.069498
5e 11b 12o,-10.069498
5e 11b 12c,-10.069498
5e 11o 11c,-13.981467
5e 11o 12e,-10.069498
5e 11o 12b,-10.069498
5e 11o 12o,-10.069498
5e 11o 12c,-10.069498
5e 11c 12e,-10.069498
5e 11c 12b,-10.069498
5e 11c 12o,-10.069498
5e 11c 12c,-10.069498
5e 12e 12b,-5.6478763
5e 12e 12o,-5.6478763
5e 12e 12c,-5.6478763
5e 12b 12o,-5.6478763
5e 12b 12c,-5.6478763
5e 12o 12c,-5.6478763
5b 5o 5c,-33.535133
5b 5o 6e,-31.865637
5b 5o 6b,-31.865637
5b 5o 6o,-31.865637
5b 5o 6c,-31.865637
5b 5o 7e,-18.579151
5b 5o 7b,-30.349035
5b 5o 7o,-19.057915
5b 5o 7c,-30.349035
5b 5o 10e,-28.99305
5b 5o 10b,-28.99305
5b 5o 10o,-28.99305
5b 5o 10c,-28.99305
5b 5o 11e,-27.077991
5b 5o 11b,-27.077991
5b 5o 11o,-27.077991
5b 5o 11c,-27.077991
5b 5o 12e,-25.162935
5b 5o 12b,-25.162935
5b 5o 12o,-25.162935
5b 5o 12c,-25.162935
5b 5c 6e,-31.865637
5b 5c 6b,-31.865637
5b 5c 6o,-31.865637
5b 5c 6c,-31.865637
5b 5c 7e,-18.579151
5b 5c 7b,-30.349035
5b 5c 7o,-19.057915
5b 5c 7c,-30.349035
5b 5c 10e,-28.99305
5b 5c 10b,-28.99305
5b 5c 10o,-28.99305
5b 5c 10c,-28.99305
5b 5c 11e,-27.077991
5b 5c 11b,-27.077991
5b 5c 11o,-27.077991
5b 5c 11c,-27.077991
5b 5c 12e,-25.162935
5b 5c 12b,-25.162935
5b 5c 12o,-25.162935
5b 5c 12c,-25.162935
5b 6e 6b,-29.626255
5b 6e 6o,-29.626255
5b 6e 6c,-29.626255
5b 6e 7e,-12.137452
5b 6e 7b,-27.777607
5b 6e 7o,-12.773746
5b 6e 7c,-27.777607
5b 6e 10e,-25.970655
5b 6e 10b,-25.970655
5b 6e 10o,-25.970655
5b 6e 10c,-25.970655
5b 6e 11e,-23.425482
5b 6e 11b,-23.425482
5b 6e 11o,-23.425482
5b 6e 11c,-23.425482
5b 6e 12e,-20.880308
5b 6e 12b,-20.880308
5b 6e 12o,-20.880308
5b 6e 12c,-20.880308
5b 6b 6o,-29.626255
5b 6b 6c,-29.626255
5b 6b 7e,-12.137452
5b 6b 7b,-27.777607
5b 6b 7o,-12.773746
5b 6b 7c,-27.777607
5b 6b 10e,-25.970655
5b 6b 10b,-25.970655
5b 6b 10o,-25.970655
5b 6b 10c,-25.970655
5b 6b 11e,-23.425482
5b 6b 11b,-23.425482
5b 6b 11o,-23.425482
5b 6b 11c,-23.425482
5b 6b 12e,-20.880308
5b 6b 12b,-20.880308
5b 6b 12o,-20.880308
5b 6b 12c,-20.880308
5b 6o 6c,-29.626255
5b 6o 7e,-12.137452
5b 6o 7b,-27.777607
5b 6o 7o,-12.773746
5b 6o 7c,-27.777607
5b 6o 10e,-25.970655
5b 6o 10b,-25.970655
5b 6o 10o,-25.970655
5b 6o 10c,-25.970655
5b 6o 11e,-23.425482
5b 6o 11b,-23.425482
5b 6o 11o,-23.425482
5b 6o 11c,-23.425482
5b 6o 12e,-20.880308
5b 6o 12b,-20.880308
5b 6o 12o,-20.880308
5b 6o 12c,-20.880308
5b 6c 7e,-12.137452
5b 6c 7b,-27.777607
5b 6c 7o,-12.773746
5b 6c 7c,-27.777607
5b 6c 10e,-25.970655
5b 6c 10b,-25.970655
5b 6c 10o,-25.970655
5b 6c 10c,-25.970655
5b 6c 11e,-23.425482
5b 6c 11b,-23.425482
5b 6c 11o,-23.425482
5b 6c 11c,-23.425482
5b 6c 12e,-20.880308
5b 6c 12b,-20.880308
5b 6c 12o,-20.880308
5b 6c 12c,-20.880308
5b 7e 7b,-7.4857144
5b 7e 7o,29.479536
5b 7e 7c,-7.4857144
5b 7e 10e,-2.6903474
5b 7e 10b,-2.6903474
5b 7e 10o,-2.6903474
5b 7e 10c,-2.6903474
5b 7e 11e,3.607722
5b 7e 11b,3.607722
5b 7e 11o,3.607722
5b 7e 11c,3.607722
5b 7e 12e,9.905791
5b 7e 12b,9.905791
5b 7e 12o,9.905791
5b 7e 12c,9.905791
5b 7b 7o,-8.228572
5b 7b 7c,-25.637066
5b 7b 10e,-23.53359
5b 7b 10b,-23.53359
5b 7b 10o,-23.53359
5b 7b 10c,-23.53359
5b 7b 11e,-20.562162
5b 7b 11b,-20.562162
5b 7b 11o,-20.562162
5b 7b 11c,-20.562162
5b 7b 12e,-17.590734
5b 7b 12b,-17.590734
5b 7b 12o,-17.590734
5b 7b 12c,-17.590734
5b 7o 7c,-8.228572
5b 7o 10e,-3.5490348
5b 7o 10b,-3.5490348
5b 7o 10o,-3.5490348
5b 7o 10c,-3.5490348
5b 7o 11e,2.6007721
5b 7o 11b,2.6007721
5b 7o 11o,2.6007721
5b 7o 11c,2.6007721
5b 7o 12e,8.750579
5b 7o 12b,8.750579
5b 7o 12o,8.750579
5b 7o 12c,8.750579
5b 7c 10e,-23.53359
5b 7c 10b,-23.53359
5b 7c 10o,-23.53359
5b 7c 10c,-23.53359
5b 7c 11e,-20.562162
5b 7c 11b,-20.562162
5b 7c 11o,-20.562162
5b 7c 11c,-20.562162
5b 7c 12e,-17.590734
5b 7c 12b,-17.590734
5b 7c 12o,-17.590734
5b 7c 12c,-17.590734
5b 10e 10b,-21.128958
5b 10e 10o,-21.128958
5b 10e 10c,-21.128958
5b 10e 11e,-17.828571
5b 10e 11b,-17.828571
5b 10e 11o,-17.828571
5b 10e 11c,-17.828571
5b 10e 12e,-14.393823
5b 10e 12b,-14.393823
5b 10e 12o,-14.393823
5b 10e 12c,-14.393823
5b 10b 10o,-21.128958
5b 10b 10c,-21.128958
5b 10b 11e,-17.828571
5b 10b 11b,-17.828571
5b 10b 11o,-17.828571
5b 10b 11c,-17.828571
5b 10b 12e,-14.393823
5b 10b 12b,-14.393823
5b 10b 12o,-14.393823
5b 10b 12c,-14.393823
5b 10o 10c,-21.128958
5b 10o 11e,-17.828571
5b 10o 11b,-17.828571
5b 10o 11o,-17.828571
5b 10o 11c,-17.828571
5b 10o 12e,-14.393823
5b 10o 12b,-14.393823
5b 10o 12o,-14.393823
5b 10o 12c,-14.393823
5b 10c 11e,-17.828571
5b 10c 11b,-17.828571
5b 10c 11o,-17.828571
5b 10c 11c,-17.828571
5b 10c 12e,-14.393823
5b 10c 12b,-14.393823
5b 10c 12o,-14.393823
5b 10c 12c,-14.393823
5b 11e 11b,-13.981467
5b 11e 11o,-13.981467
5b 11e 11c,-13.981467
5b 11e 12e,-10.069498
5b 11e 12b,-10.069498
5b 11e 12o,-10.069498
5b 11e 12c,-10.069498
5b 11b 11o,-13.981467
5b 11b 11c,-13.981467
5b 11b 12e,-10.069498
5b 11b 12b,-10.069498
5b 11b 12o,-10.069498
5b 11b 12c,-10.069498
5b 11o 11c,-13.981467
5b 11o 12e,-10.069498
5b 11o 12b,-10.069498
5b 11o 12o,-10.069498
5b 11o 12c,-10.069498
5b 11c 12e,-10.069498
5b 11c 12b,-10.069498
5b 11c 12o,-10.069498
5b 11c 12c,-10.069498
5b 12e 12b,-5.6478763
5b 12e 12o,-5.6478763
5b 12e 12c,-5.6478763
5b 12b 12o,-5.6478763
5b 12b 12c,-5.6478763
5b 12o 12c,-5.6478763
5o 5c 6e,-31.865637
5o 5c 6b,-31.865637
5o 5c 6o,-31.865637
5o 5c 6c,-31.865637
5o 5c 7e,-18.579151
5o 5c 7b,-30.349035
5o 5c 7o,-19.057915
5o 5c 7c,-30.349035
5o 5c 10e,-28.99305
5o 5c 10b,-28.99305
5o 5c 10o,-28.99305
5o 5c 10c,-28.99305
5o 5c 11e,-27.077991
5o 5c 11b,-27.077991
5o 5c 11o,-27.077991
5o 5c 11c,-27.077991
5o 5c 12e,-25.162935
5o 5c 12b,-25.162935
5o 5c 12o,-25.162935
5o 5c 12c,-25.162935
5o 6e 6b,-29.626255
5o 6e 6o,-29.626255
5o 6e 6c,-29.626255
5o 6e 7e,-12.137452
5o 6e 7b,-27.777607
5o 6e 7o,-12.773746
5o 6e 7c,-27.777607
5o 6e 10e,-25.970655
5o 6e 10b,-25.970655
5o 6e 10o,-25.970655
5o 6e 10c,-25.970655
5o 6e 11e,-23.425482
5o 6e 11b,-23.425482
5o 6e 11o,-23.425482
5o 6e 11c,-23.425482
5o 6e 12e,-20.880308
5o 6e 12b,-20.880308
5o 6e 12o,-20.880308
5o 6e 12c,-20.880308
5o 6b 6o,-29.626255
5o 6b 6c,-29.626255
5o 6b 7e,-12.137452
5o 6b 7b,-27.777607
5o 6b 7o,-12.773746
5o 6b 7c,-27.777607
5o 6b 10e,-25.970655
5o 6b 10b,-25.970655
5o 6b 10o,-25.970655
5o 6b 10c,-25.970655
5o 6b 11e,-23.425482
5o 6b 11b,-23.425482
5o 6b 11o,-23.425482
5o 6b 11c,-23.425482
5o 6b 12e,-20.880308
5o 6b 12b,-20.880308
5o 6b 12o,-20.880308
5o 6b 12c,-20.880308
5o 6o 6c,-29.626255
5o 6o 7e,-12.137452
5o 6o 7b,-27.777607
5o 6o 7o,-12.773746
5o 6o 7c,-27.777607
5o 6o 10e,-25.970655
5o 6o 10b,-25.970655
5o 6o 10o,-25.970655
5o 6o 10c,-25.970655
5o 6o 11e,-23.425482
5o 6o 11b,-23.425482
5o 6o 11o,-23.425482
5o 6o 11c,-23.425482
5o 6o 12e,-20.880308
5o 6o 12b,-20.880308
5o 6o 12o,-20.880308
5o 6o 12c,-20.880308
5o 6c 7e,-12.137452
5o 6c 7b,-27.777607
5o 6c 7o,-12.773746
5o 6c 7c,-27.777607
5o 6c 10e,-25.970655
5o 6c 10b,-25.970655
5o 6c 10o,-25.970655
5o 6c 10c,-25.970655
5o 6c 11e,-23.425482
5o 6c 11b,-23.425482
5o 6c 11o,-23.425482
5o 6c 11c,-23.425482
5o 6c 12e,-20.880308
5o 6c 12b,-20.880308
5o 6c 12o,-20.880308
5o 6c 12c,-20.880308
5o 7e 7b,-7.4857144
5o 7e 7o,29.479536
5o 7e 7c,-7.4857144
5o 7e 10e,-2.6903474
5o 7e 10b,-2.6903474
5o 7e 10o,-2.6903474
5o 7e 10c,-2.6903474
5o 7e 11e,3.607722
5o 7e 11b,3.607722
5o 7e 11o,3.607722
5o 7e 11c,3.607722
5o 7e 12e,9.905791
5o 7e 12b,9.905791
5o 7e 12o,9.905791
5o 7e 12c,9.905791
5o 7b 7o,-8.228572
5o 7b 7c,-25.637066
5o 7b 10e,-23.53359
5o 7b 10b,-23.53359
5o 7b 10o,-23.53359
5o 7b 10c,-23.53359
5o 7b 11e,-20.562162
5o 7b 11b,-20.562162
5o 7b 11o,-20.562162
5o 7b 11c,-20.562162
5o 7b 12e,-17.590734
5o 7b 12b,-17.590734
5o 7b 12o,-17.590734
5o 7b 12c,-17.590734
5o 7o 7c,-8.228572
5o 7o 10e,-3.5490348
5o 7o 10b,-3.5490348
5o 7o 10o,-3.5490348
5o 7o 10c,-3.5490348
5o 7o 11e,2.6007721
5o 7o 11b,2.6007721
5o 7o 11o,2.6007721
5o 7o 11c,2.6007721
5o 7o 12e,8.750579
5o 7o 12b,8.750579
5o 7o 12o,8.750579
5o 7o 12c,8.750579
5o 7c 10e,-23.53359
5o 7c 10b,-23.53359
5o 7c 10o,-23.53359
5o 7c 10c,-23.53359
5o 7c 11e,-20.562162
5o 7c 11b,-20.562162
5o 7c 11o,-20.562162
5o 7c 11c,-20.562162
5o 7c 12e,-17.590734
5o 7c 12b,-17.590734
5o 7c 12o,-17.590734
5o 7c 12c,-17.590734
5o 10e 10b,-21.128958
5o 10e 10o,-21.128958
5o 10e 10c,-21.128958
5o 10e 11e,-17.828571
5o 10e 11b,-17.828571
5o 10e 11o,-17.828571
5o 10e 11c,-17.828571
5o 10e 12e,-14.393823
5o 10e 12b,-14.393823
5o 10e 12o,-14.393823
5o 10e 12c,-14.393823
5o 10b 10o,-21.128958
5o 10b 10c,-21.128958
5o 10b 11e,-17.828571
5o 10b 11b,-17.828571
5o 10b 11o,-17.828571
5o 10b 11c,-17.828571
5o 10b 12e,-14.393823
5o 10b 12b,-14.393823
5o 10b 12o,-14.393823
5o 10b 12c,-14.393823
5o 10o 10c,-21.128958
5o 10o 11e,-17.828571
5o 10o 11b,-17.828571
5o 10o 11o,-17.828571
5o 10o 11c,-17.828571
5o 10o 12e,-14.393823
5o 10o 12b,-14.393823
5o 10o 12o,-14.393823
5o 10o 12c,-14.393823
5o 10c 11e,-17.828571
5o 10c 11b,-17.828571
5o 10c 11o,-17.828571
5o 10c 11c,-17.828571
5o 10c 12e,-14.393823
5o 10c 12b,-14.393823
5o 10c 12o,-14.393823
5o 10c 12c,-14.393823
5o 11e 11b,-13.981467
5o 11e 11o,-13.981467
5o 11e 11c,-13.981467
5o 11e 12e,-10.069498
5o 11e 12b,-10.069498
5o 11e 12o,-10.069498
5o 11e 12c,-10.069498
5o 11b 11o,-13.981467
5o 11b 11c,-13.981467
5o 11b 12e,-10.069498
5o 11b 12b,-10.069498
5o 11b 12o,-10.069498
5o 11b 12c,-10.069498
5o 11o 11c,-13.981467
5o 11o 12e,-10.069498
5o 11o 12b,-10.069498
5o 11o 12o,-10.069498
5o 11o 12c,-10.069498
5o 11c 12e,-10.069498
5o 11c 12b,-10.069498
5o 11c 12o,-10.069498
5o 11c 12c,-10.069498
5o 12e 12b,-5.6478763
5o 12e 12o,-5.6478763
5o 12e 12c,-5.6478763
5o 12b 12o,-5.6478763
5o 12b 12c,-5.6478763
5o 12o 12c,-5.6478763
5c 6e 6b,-29.626255
5c 6e 6o,-29.626255
5c 6e 6c,-29.626255
5c 6e 7e,-12.137452
5c 6e 7b,-27.777607
5c 6e 7o,-12.773746
5c 6e 7c,-27.777607
5c 6e 10e,-25.970655
5c 6e 10b,-25.970655
5c 6e 10o,-25.970655
5c 6e 10c,-25.970655
5c 6e 11e,-23.425482
5c 6e 11b,-23.425482
5c 6e 11o,-23.425482
5c 6e 11c,-23.425482
5c 6e 12e,-20.880308
5c 6e 12b,-20.880308
5c 6e 12o,-20.880308
5c 6e 12c,-20.880308
5c 6b 6o,-29.626255
5c 6b 6c,-29.626255
5c 6b 7e,-12.137452
5c 6b 7b,-27.777607
5c 6b 7o,-12.773746
5c 6b 7c,-27.777607
5c 6b 10e,-25.970655
5c 6b 10b,-25.970655
5c 6b 10o,-25.970655
5c 6b 10c,-25.970655
5c 6b 11e,-23.425482
5c 6b 11b,-23.425482
5c 6b 11o,-23.425482
5c 6b 11c,-23.425482
5c 6b 12e,-20.880308
5c 6b 12b,-20.880308
5c 6b 12o,-20.880308
5c 6b 12c,-20.880308
5c 6o 6c,-29.626255
5c 6o 7e,-12.137452
5c 6o 7b,-27.777607
5c 6o 7o,-12.773746
5c 6o 7c,-27.777607
5c 6o 10e,-25.970655
5c 6o 10b,-25.970655
5c 6o 10o,-25.970655
5c 6o 10c,-25.970655
5c 6o 11e,-23.425482
5c 6o 11b,-23.425482
5c 6o 11o,-23.425482
5c 6o 11c,-23.425482
5c 6o 12e,-20.880308
5c 6o 12b,-20.880308
5c 6o 12o,-20.880308
5c 6o 12c,-20.880308
5c 6c 7e,-12.137452
5c 6c 7b,-27.777607
5c 6c 7o,-12.773746
5c 6c 7c,-27.777607
5c 6c 10e,-25.970655
5c 6c 10b,-25.970655
5c 6c 10o,-25.970655
5c 6c 10c,-25.970655
5c 6c 11e,-23.425482
5c 6c 11b,-23.425482
5c 6c 11o,-23.425482
5c 6c 11c,-23.425482
5c 6c 12e,-20.880308
5c 6c 12b,-20.880308
5c 6c 12o,-20.880308
5c 6c 12c,-20.880308
5c 7e 7b,-7.4857144
5c 7e 7o,29.479536
5c 7e 7c,-7.4857144
5c 7e 10e,-2.6903474
5c 7e 10b,-2.6903474
5c 7e 10o,-2.6903474
5c 7e 10c,-2.6903474
5c 7e 11e,3.607722
5c 7e 11b,3.607722
5c 7e 11o,3.607722
5c 7e 11c,3.607722
5c 7e 12e,9.905791
5c 7e 12b,9.905791
5c 7e 12o,9.905791
5c 7e 12c,9.905791
5c 7b 7o,-8.228572
5c 7b 7c,-25.637066
5c 7b 10e,-23.53359
5c 7b 10b,-23.53359
5c 7b 10o,-23.53359
5c 7b 10c,-23.53359
5c 7b 11e,-20.562162
5c 7b 11b,-20.562162
5c 7b 11o,-20.562162
5c 7b 11c,-20.562162
